"id","neighbourhood_group","neighbourhood","lat","long","instant_bookable","room_type","construction_year","price","service_fee","min_nights","host_listings_count","availability"
6339,"Manhattan","Financial District",40.70581,-74.00948,FALSE,"Private room",2022,975,195,14,2,176
4611,"Brooklyn","Clinton Hill",40.68331,-73.96568,TRUE,"Entire home/apt",2010,651,130,7,1,305
43720,"Queens","Kew Gardens",40.70657,-73.82903,TRUE,"Private room",2007,127,25,2,5,305
92901,"Manhattan","Washington Heights",40.84861,-73.93716,FALSE,"Entire home/apt",2009,228,46,2,2,0
73212,"Manhattan","East Harlem",40.7975,-73.93556,TRUE,"Private room",2016,175,35,1,1,45
15618,"Brooklyn","Clinton Hill",40.68374,-73.96719,FALSE,"Private room",2003,921,184,1,1,364
44373,"Brooklyn","East Flatbush",40.64902,-73.94795,FALSE,"Entire home/apt",2013,520,104,1,2,33
16870,"Manhattan","East Village",40.72741,-73.97529,FALSE,"Entire home/apt",2014,607,121,1,1,120
54945,"Brooklyn","Bedford-Stuyvesant",40.69174,-73.94107,TRUE,"Entire home/apt",2016,600,120,7,1,0
7680,"Brooklyn","Flatbush",40.65409,-73.96025,FALSE,"Private room",2019,1108,222,1,2,344
18175,"Brooklyn","Sunset Park",40.64697,-73.99885,TRUE,"Private room",2014,427,85,20,3,20
30139,"Brooklyn","Bedford-Stuyvesant",40.68082,-73.92162,FALSE,"Private room",2016,931,186,1,1,5
53371,"Bronx","Parkchester",40.83991,-73.86712,FALSE,"Private room",2008,1031,206,1,7,362
59415,"Brooklyn","Williamsburg",40.72037,-73.95811,TRUE,"Entire home/apt",2016,465,93,30,1,30
64694,"Brooklyn","Gowanus",40.66639,-73.99307,TRUE,"Entire home/apt",2015,328,66,30,1,38
60268,"Brooklyn","Crown Heights",40.67497,-73.92336,FALSE,"Entire home/apt",2007,439,88,5,3,228
94858,"Manhattan","Gramercy",40.73714,-73.98827,FALSE,"Entire home/apt",2010,372,74,4,1,3
31609,"Manhattan","Upper West Side",40.77705,-73.98118,FALSE,"Private room",2007,1108,222,2,1,6
6911,"Manhattan","Harlem",40.80607,-73.94805,FALSE,"Entire home/apt",2012,633,127,1,1,307
71916,"Brooklyn","Crown Heights",40.66983,-73.95332,TRUE,"Entire home/apt",2014,427,85,4,1,0
2421,"Brooklyn","East Flatbush",40.65176,-73.93452,FALSE,"Entire home/apt",2020,139,28,3,1,228
98915,"Brooklyn","Greenpoint",40.72493,-73.93976,TRUE,"Private room",2010,1157,231,4,1,49
55644,"Brooklyn","Prospect-Lefferts Gardens",40.66178,-73.94085,TRUE,"Private room",2008,380,76,1,17,173
95175,"Brooklyn","Bedford-Stuyvesant",40.6791,-73.9096,TRUE,"Private room",2013,1077,215,1,2,233
64023,"Manhattan","Hell's Kitchen",40.76175,-73.99104,TRUE,"Entire home/apt",2008,562,112,3,1,19
24200,"Manhattan","Upper West Side",40.80232,-73.96977,TRUE,"Private room",2004,329,66,3,2,4
76524,"Brooklyn","Prospect-Lefferts Gardens",40.65737,-73.94607,FALSE,"Private room",2003,55,11,1,1,361
35053,"Brooklyn","Williamsburg",40.71315,-73.94993,FALSE,"Private room",2011,257,51,3,1,0
75059,"Brooklyn","Gravesend",40.58462,-73.97155,FALSE,"Shared room",2006,824,165,10,12,0
36342,"Manhattan","Midtown",40.75359,-73.97305,TRUE,"Private room",2016,264,53,2,1,1
62833,"Manhattan","Upper West Side",40.78939,-73.97218,FALSE,"Entire home/apt",2012,935,187,30,48,156
8615,"Brooklyn","Williamsburg",40.71932,-73.95446,FALSE,"Entire home/apt",2011,749,150,3,1,182
10439,"Manhattan","Greenwich Village",40.72913,-74.00074,FALSE,"Private room",2009,81,16,1,1,35
101575,"Brooklyn","Bedford-Stuyvesant",40.68653,-73.9449,TRUE,"Private room",2005,529,106,4,1,85
23457,"Manhattan","Upper East Side",40.76269,-73.96053,TRUE,"Entire home/apt",2009,1159,232,4,1,0
29546,"Manhattan","Chelsea",40.7394,-73.99964,TRUE,"Private room",2003,710,142,3,1,364
44754,"Manhattan","Washington Heights",40.8509,-73.93345,TRUE,"Private room",2016,842,168,1,5,84
9815,"Queens","Long Island City",40.7432,-73.95565,FALSE,"Entire home/apt",2010,664,133,2,1,92
35665,"Manhattan","Harlem",40.82293,-73.94249,FALSE,"Private room",2005,452,90,2,4,238
69215,"Manhattan","Washington Heights",40.83451,-73.93885,TRUE,"Entire home/apt",2017,1118,224,3,2,277
78589,"Manhattan","Chelsea",40.74187,-74.00622,TRUE,"Entire home/apt",2015,125,25,1,1,261
98803,"Queens","Bayswater",40.60484,-73.76871,FALSE,"Private room",2010,293,59,30,2,312
88597,"Queens","Flushing",40.75338,-73.82342,TRUE,"Private room",2007,1067,213,1,2,0
67491,"Brooklyn","Bushwick",40.70145,-73.92539,FALSE,"Private room",2009,947,189,30,4,0
88952,"Brooklyn","East Flatbush",40.64383,-73.94902,TRUE,"Entire home/apt",2007,1105,221,3,1,162
90232,"Brooklyn","Crown Heights",40.67748,-73.95101,TRUE,"Entire home/apt",2019,1138,228,2,1,9
27262,"Brooklyn","Greenpoint",40.72552,-73.95108,TRUE,"Shared room",2019,765,153,7,1,0
4989,"Manhattan","Washington Heights",40.85153,-73.93815,TRUE,"Entire home/apt",2013,877,175,3,1,174
47514,"Brooklyn","Kensington",40.63293,-73.97117,TRUE,"Private room",2003,947,189,2,1,365
19230,"Manhattan","Chinatown",40.7164,-73.99188,TRUE,"Private room",2017,322,64,25,5,38
18508,"Brooklyn","Bushwick",40.69485,-73.92948,FALSE,"Private room",2011,757,151,1,1,35
77462,"Brooklyn","Williamsburg",40.71134,-73.95953,TRUE,"Entire home/apt",2011,1047,209,1,1,0
10024,"Brooklyn","Bedford-Stuyvesant",40.68599,-73.9394,TRUE,"Entire home/apt",2015,516,103,3,2,132
4497,"Brooklyn","South Slope",40.66508,-73.98974,FALSE,"Entire home/apt",2007,1171,234,2,1,27
47290,"Brooklyn","Williamsburg",40.70522,-73.94243,TRUE,"Entire home/apt",2005,814,163,2,1,328
1981,"Brooklyn","Bedford-Stuyvesant",40.68411,-73.92973,TRUE,"Private room",2008,1172,234,3,3,88
66136,"Queens","Sunnyside",40.73855,-73.92374,TRUE,"Entire home/apt",2004,799,160,1,1,0
42516,"Manhattan","Upper West Side",40.79931,-73.96072,FALSE,"Private room",2006,952,190,1,2,58
32904,"Manhattan","East Harlem",40.79019,-73.94839,FALSE,"Private room",2011,936,187,3,1,14
23296,"Brooklyn","Gowanus",40.67718,-73.99656,FALSE,"Entire home/apt",2010,860,172,3,1,0
68995,"Queens","East Elmhurst",40.76609,-73.87582,FALSE,"Entire home/apt",2020,519,104,1,5,345
2251,"Brooklyn","Crown Heights",40.67414,-73.95667,FALSE,"Private room",2008,921,184,2,2,318
81431,"Manhattan","Upper East Side",40.77608,-73.94364,TRUE,"Entire home/apt",2019,825,165,30,49,325
65403,"Manhattan","Hell's Kitchen",40.76411,-73.99371,FALSE,"Entire home/apt",2010,937,187,30,186,288
16738,"Brooklyn","Sunset Park",40.65886,-73.99054,TRUE,"Private room",2004,858,172,2,1,8
28011,"Brooklyn","Prospect Heights",40.67933,-73.96912,FALSE,"Entire home/apt",2008,527,105,1,1,0
56672,"Brooklyn","Bushwick",40.69884,-73.92902,FALSE,"Private room",2018,765,153,1,4,327
84081,"Manhattan","Hell's Kitchen",40.76355,-73.99391,TRUE,"Entire home/apt",2007,197,39,1,1,93
42711,"Brooklyn","Williamsburg",40.71848,-73.94393,TRUE,"Entire home/apt",2008,725,145,2,1,1
32231,"Queens","Ridgewood",40.70367,-73.91063,TRUE,"Private room",2003,292,58,1,1,365
38884,"Manhattan","Upper East Side",40.76782,-73.95918,FALSE,"Entire home/apt",2005,756,151,3,1,0
35624,"Brooklyn","Bedford-Stuyvesant",40.68871,-73.92732,TRUE,"Entire home/apt",2004,859,172,2,1,104
52379,"Brooklyn","Bedford-Stuyvesant",40.69301,-73.95243,TRUE,"Entire home/apt",2017,206,41,2,1,108
7368,"Manhattan","Upper West Side",40.79584,-73.97156,FALSE,"Entire home/apt",2022,238,48,3,1,108
40283,"Brooklyn","Bedford-Stuyvesant",40.68412,-73.9501,FALSE,"Private room",2012,385,77,2,2,0
41349,"Manhattan","Midtown",40.75828,-73.96829,TRUE,"Entire home/apt",2006,188,38,1,1,336
43422,"Manhattan","East Village",40.72673,-73.98646,FALSE,"Entire home/apt",2013,1022,204,3,1,151
70441,"Manhattan","Gramercy",40.73775,-73.98324,TRUE,"Entire home/apt",2014,1059,212,30,2,327
43159,"Manhattan","East Village",40.72713,-73.98402,TRUE,"Private room",2014,520,104,1,5,318
46278,"Brooklyn","Windsor Terrace",40.65957,-73.98376,FALSE,"Entire home/apt",2017,728,146,3,2,302
73919,"Brooklyn","Bedford-Stuyvesant",40.69336,-73.94453,FALSE,"Entire home/apt",2010,455,91,2,1,18
56814,"Queens","Glendale",40.69786,-73.89351,FALSE,"Private room",2022,920,184,30,4,365
21298,"Brooklyn","Crown Heights",40.66926,-73.93211,FALSE,"Private room",2003,958,192,1,2,0
15067,"Manhattan","Gramercy",40.73477,-73.98069,FALSE,"Shared room",2021,282,56,1,1,-5
58205,"Brooklyn","Bushwick",40.69159,-73.91556,TRUE,"Private room",2017,103,21,31,3,233
83918,"Queens","Jamaica",40.70288,-73.81531,TRUE,"Private room",2006,736,147,1,18,365
92033,"Manhattan","Midtown",40.76811,-73.98181,FALSE,"Private room",2013,577,115,3,3,86
41288,"Brooklyn","Bushwick",40.68754,-73.91231,FALSE,"Private room",2017,917,183,7,1,95
180,"Manhattan","West Village",40.73423,-74.0046,TRUE,"Entire home/apt",2012,408,82,340,1,163
76758,"Queens","Long Island City",40.75378,-73.93449,FALSE,"Private room",2011,114,23,1,1,66
20584,"Queens","Flushing",40.75482,-73.80368,TRUE,"Private room",2011,1181,236,1,4,0
50934,"Manhattan","Harlem",40.82361,-73.9451,FALSE,"Entire home/apt",2011,1192,238,3,1,315
47603,"Manhattan","Murray Hill",40.74554,-73.97368,TRUE,"Entire home/apt",2006,690,138,30,23,349
56669,"Bronx","Castle Hill",40.81704,-73.84628,TRUE,"Entire home/apt",2013,494,99,1,1,365
64330,"Brooklyn","Crown Heights",40.67316,-73.93942,TRUE,"Entire home/apt",2005,160,32,3,1,37
17666,"Manhattan","Greenwich Village",40.73478,-73.99791,TRUE,"Entire home/apt",2015,1066,213,30,39,275
72537,"Manhattan","Hell's Kitchen",40.76016,-73.98929,TRUE,"Entire home/apt",2011,580,116,4,1,0
25486,"Brooklyn","Prospect Heights",40.67988,-73.97375,FALSE,"Entire home/apt",2022,871,174,1,1,0
51418,"Brooklyn","Park Slope",40.67545,-73.97667,FALSE,"Private room",2019,696,139,1,1,220
19568,"Manhattan","Upper East Side",40.77117,-73.95599,TRUE,"Entire home/apt",2021,179,36,30,3,177
74979,"Brooklyn","Bedford-Stuyvesant",40.68274,-73.91272,FALSE,"Private room",2019,304,61,1,1,37
44022,"Manhattan","Lower East Side",40.72139,-73.9896,FALSE,"Private room",2018,1073,215,1,3,0
8212,"Manhattan","Upper West Side",40.79466,-73.96623,FALSE,"Entire home/apt",2007,852,170,7,1,49
45137,"Bronx","Soundview",40.82776,-73.87643,FALSE,"Private room",2019,162,32,1,2,365
17879,"Brooklyn","Crown Heights",40.66477,-73.9506,TRUE,"Entire home/apt",2020,325,65,5,1,0
26305,"Queens","Sunnyside",40.74205,-73.92394,FALSE,"Entire home/apt",2021,160,32,30,1,38
82134,"Brooklyn","Crown Heights",40.67077,-73.93618,FALSE,"Entire home/apt",2018,371,74,4,9,65
100519,"Brooklyn","Crown Heights",40.6749,-73.95233,FALSE,"Entire home/apt",2011,933,187,4,1,5
12865,"Manhattan","Chelsea",40.74566,-73.99989,FALSE,"Entire home/apt",2020,245,49,6,1,81
8475,"Brooklyn","South Slope",40.6675,-73.98898,FALSE,"Entire home/apt",2011,404,81,3,1,5
32992,"Brooklyn","Bushwick",40.70164,-73.9223,FALSE,"Private room",2012,161,32,2,1,344
62793,"Brooklyn","East Flatbush",40.64561,-73.94633,FALSE,"Entire home/apt",2013,139,28,30,4,365
50226,"Brooklyn","Greenpoint",40.72765,-73.94528,TRUE,"Entire home/apt",2008,437,87,3,14,274
93265,"Manhattan","Murray Hill",40.74848,-73.97609,TRUE,"Private room",2017,506,101,4,1,365
87261,"Manhattan","Hell's Kitchen",40.7598,-73.99978,FALSE,"Entire home/apt",2012,513,103,1,1,0
63738,"Brooklyn","East Flatbush",40.64949,-73.94404,TRUE,"Private room",2008,843,169,2,4,364
43788,"Brooklyn","East Flatbush",40.64418,-73.92556,FALSE,"Private room",2011,311,62,1,1,29
72737,"Manhattan","Midtown",40.76146,-73.96649,TRUE,"Private room",2008,308,62,3,1,265
11151,"Manhattan","East Village",40.72781,-73.98398,FALSE,"Private room",2016,498,100,2,1,424
14320,"Manhattan","Upper West Side",40.79191,-73.97322,TRUE,"Entire home/apt",2012,573,115,30,96,146
70409,"Manhattan","Gramercy",40.73323,-73.98224,FALSE,"Private room",2018,1135,227,3,3,217
58025,"Queens","East Elmhurst",40.77078,-73.87345,FALSE,"Private room",2015,590,118,1,8,171
71962,"Brooklyn","Bedford-Stuyvesant",40.68053,-73.90879,FALSE,"Private room",2015,414,83,1,1,240
35203,"Brooklyn","Greenpoint",40.73473,-73.95776,TRUE,"Entire home/apt",2007,240,48,2,1,214
5961,"Queens","Long Island City",40.75259,-73.94104,TRUE,"Private room",2019,644,129,2,2,389
21213,"Brooklyn","East Flatbush",40.64136,-73.94705,TRUE,"Shared room",2005,907,181,30,7,365
60446,"Brooklyn","Bedford-Stuyvesant",40.68559,-73.95753,TRUE,"Private room",2012,1125,225,7,10,365
66938,"Brooklyn","Williamsburg",40.71178,-73.95041,FALSE,"Entire home/apt",2012,831,166,10,1,0
3684,"Brooklyn","Bushwick",40.70039,-73.92867,TRUE,"Private room",2007,139,28,1,1,46
88954,"Manhattan","Hell's Kitchen",40.76615,-73.98408,FALSE,"Private room",2008,747,149,15,1,0
95946,"Manhattan","Upper West Side",40.78883,-73.98068,TRUE,"Private room",2017,1055,211,3,1,0
7530,"Brooklyn","Bedford-Stuyvesant",40.70021,-73.9447,TRUE,"Private room",2009,1029,206,4,1,20
101578,"Manhattan","East Harlem",40.80268,-73.94051,FALSE,"Entire home/apt",2012,552,110,10,1,0
69007,"Manhattan","Nolita",40.72311,-73.9931,TRUE,"Entire home/apt",2011,485,97,2,208,99
8573,"Manhattan","Harlem",40.82879,-73.93821,TRUE,"Entire home/apt",2017,943,189,3,1,187
77031,"Brooklyn","Williamsburg",40.70781,-73.95324,TRUE,"Private room",2021,669,134,2,1,0
87191,"Manhattan","Tribeca",40.71798,-74.01253,FALSE,"Entire home/apt",2021,177,35,7,1,0
7198,"Manhattan","Hell's Kitchen",40.76432,-73.98599,FALSE,"Private room",2020,732,146,2,1,-1
6221,"Manhattan","East Harlem",40.80985,-73.93919,FALSE,"Entire home/apt",2016,365,73,4,1,83
47466,"Queens","Long Island City",40.74776,-73.93869,FALSE,"Private room",2018,77,15,2,1,26
11279,"Manhattan","Upper West Side",40.77812,-73.98067,FALSE,"Entire home/apt",2008,1097,219,1,1,41
18540,"Brooklyn","Park Slope",40.68082,-73.97713,FALSE,"Entire home/apt",2012,64,13,3,2,96
38629,"Manhattan","Gramercy",40.73212,-73.98247,TRUE,"Private room",2022,595,119,2,1,36
87483,"Brooklyn","Bedford-Stuyvesant",40.68821,-73.93758,FALSE,"Private room",2020,546,109,5,1,320
30993,"Manhattan","East Harlem",40.79398,-73.9397,TRUE,"Entire home/apt",2010,445,89,2,1,7
35954,"Manhattan","Murray Hill",40.74844,-73.97344,FALSE,"Private room",2013,867,173,1,2,180
100696,"Brooklyn","Downtown Brooklyn",40.69584,-73.98466,FALSE,"Entire home/apt",2019,673,135,4,2,102
96293,"Manhattan","Murray Hill",40.7503,-73.97605,TRUE,"Entire home/apt",2022,627,125,30,50,365
16502,"Manhattan","East Harlem",40.80735,-73.94064,FALSE,"Entire home/apt",2011,999,200,9,1,13
24505,"Brooklyn","Bushwick",40.70113,-73.92299,FALSE,"Private room",2020,138,28,3,1,0
98925,"Manhattan","East Village",40.73245,-73.98535,TRUE,"Entire home/apt",2009,692,138,30,1,180
102319,"Queens","Woodside",40.75391,-73.90256,FALSE,"Private room",2012,83,17,2,5,156
14192,"Manhattan","Lower East Side",40.72221,-73.99284,TRUE,"Entire home/apt",2006,601,120,2,1,200
62636,"Queens","Cambria Heights",40.69136,-73.7341,TRUE,"Entire home/apt",2017,1021,204,30,1,93
83718,"Manhattan","Upper West Side",40.77538,-73.98814,TRUE,"Entire home/apt",2006,124,25,30,25,313
100706,"Manhattan","Hell's Kitchen",40.76418,-73.98885,FALSE,"Entire home/apt",2004,987,197,4,1,0
35418,"Brooklyn","Bushwick",40.70156,-73.91329,TRUE,"Private room",2004,572,114,1,1,48
66207,"Queens","Woodside",40.74113,-73.89287,FALSE,"Entire home/apt",2010,62,12,1,152,0
5045,"Manhattan","Harlem",40.82279,-73.94947,FALSE,"Entire home/apt",2021,57,11,3,1,387
44717,"Brooklyn","Bedford-Stuyvesant",40.68076,-73.95667,FALSE,"Private room",2009,106,21,3,4,31
20942,"Brooklyn","Williamsburg",40.70825,-73.94932,FALSE,"Private room",2008,728,146,2,1,0
56658,"Manhattan","Kips Bay",40.73951,-73.98182,FALSE,"Entire home/apt",2019,171,34,30,62,273
53260,"Brooklyn","Greenpoint",40.72411,-73.9516,FALSE,"Entire home/apt",2015,676,135,21,1,55
83376,"Manhattan","Lower East Side",40.71881,-73.98378,FALSE,"Entire home/apt",2006,1168,234,2,1,0
92944,"Queens","East Elmhurst",40.77074,-73.87342,FALSE,"Entire home/apt",2011,636,127,1,6,341
47250,"Manhattan","Murray Hill",40.74673,-73.9792,TRUE,"Entire home/apt",2011,361,72,6,1,57
63328,"Queens","Rockaway Beach",40.59135,-73.81148,FALSE,"Entire home/apt",2012,918,184,6,1,304
64871,"Brooklyn","Crown Heights",40.67561,-73.93118,FALSE,"Entire home/apt",2012,953,191,28,1,185
20861,"Manhattan","Kips Bay",40.74227,-73.97432,FALSE,"Private room",2007,77,15,5,1,0
26951,"Brooklyn","Bushwick",40.70442,-73.92553,FALSE,"Entire home/apt",2003,755,151,2,1,0
27420,"Queens","Woodside",40.74485,-73.9054,FALSE,"Private room",2015,430,86,1,3,332
95680,"Manhattan","Harlem",40.80364,-73.95025,FALSE,"Private room",2022,641,128,2,4,136
3917,"Manhattan","Tribeca",40.7159,-74.00834,FALSE,"Private room",2014,1072,214,1,1,133
41006,"Manhattan","Theater District",40.75917,-73.98246,FALSE,"Entire home/apt",2015,527,105,2,1,165
25523,"Brooklyn","Bedford-Stuyvesant",40.68861,-73.95214,TRUE,"Private room",2009,1006,201,5,1,1
101551,"Manhattan","Midtown",40.75151,-73.97114,TRUE,"Private room",2013,299,60,30,1,0
27980,"Queens","Elmhurst",40.7418,-73.8861,TRUE,"Private room",2012,330,66,5,2,0
22773,"Brooklyn","Bedford-Stuyvesant",40.67795,-73.92524,TRUE,"Private room",2007,696,139,1,2,220
5739,"Brooklyn","Flatbush",40.64251,-73.9597,TRUE,"Private room",2007,441,88,30,2,112
66673,"Manhattan","Washington Heights",40.853,-73.9361,FALSE,"Entire home/apt",2019,381,76,30,1,0
18867,"Brooklyn","Williamsburg",40.7119,-73.94431,TRUE,"Private room",2015,324,65,3,1,4
5192,"Brooklyn","Williamsburg",40.71858,-73.95711,FALSE,"Private room",2008,493,99,1,1,87
35951,"Queens","Rockaway Beach",40.58862,-73.81276,TRUE,"Entire home/apt",2010,149,30,2,1,97
20204,"Manhattan","Lower East Side",40.71916,-73.99229,TRUE,"Private room",2011,537,107,2,1,46
71977,"Brooklyn","Bedford-Stuyvesant",40.69113,-73.9478,TRUE,"Entire home/apt",2005,119,24,2,1,0
14672,"Brooklyn","Gowanus",40.6717,-73.99247,TRUE,"Entire home/apt",2014,142,28,4,1,130
71097,"Queens","Astoria",40.76359,-73.90586,FALSE,"Private room",2006,909,182,1,3,308
73480,"Brooklyn","Clinton Hill",40.68235,-73.96128,FALSE,"Entire home/apt",2003,693,139,30,1,266
80248,"Bronx","Tremont",40.84594,-73.89358,FALSE,"Private room",2012,256,51,2,2,324
16809,"Brooklyn","South Slope",40.66018,-73.98074,TRUE,"Entire home/apt",2019,191,38,2,1,126
27431,"Manhattan","Upper West Side",40.78481,-73.97648,FALSE,"Shared room",2021,180,36,1,4,88
87437,"Manhattan","West Village",40.73557,-74.00448,TRUE,"Private room",2015,244,49,2,1,190
78051,"Brooklyn","Park Slope",40.67129,-73.98537,TRUE,"Entire home/apt",2004,168,34,5,1,54
12624,"Staten Island","Stapleton",40.63573,-74.0772,TRUE,"Private room",2007,509,102,2,3,45
29789,"Manhattan","West Village",40.73254,-74.00285,TRUE,"Entire home/apt",2019,1076,215,1,1,0
26912,"Manhattan","East Village",40.72535,-73.98244,FALSE,"Private room",2016,242,48,3,3,0
6477,"Manhattan","East Harlem",40.80038,-73.94656,TRUE,"Entire home/apt",2012,354,71,3,1,100
69363,"Manhattan","Upper West Side",40.79842,-73.96903,FALSE,"Entire home/apt",2005,523,105,4,1,141
100402,"Manhattan","Upper East Side",40.76954,-73.94904,FALSE,"Entire home/apt",2004,1041,208,2,1,0
88095,"Manhattan","Upper East Side",40.76347,-73.96514,FALSE,"Entire home/apt",2004,347,69,4,1,329
32282,"Brooklyn","Bushwick",40.70119,-73.91368,TRUE,"Private room",2016,724,145,2,2,49
80676,"Manhattan","Washington Heights",40.8336,-73.94088,TRUE,"Private room",2006,283,57,6,1,3
19945,"Brooklyn","Bushwick",40.699,-73.92849,FALSE,"Private room",2018,1152,230,7,2,0
84082,"Manhattan","East Harlem",40.79736,-73.94203,TRUE,"Entire home/apt",2010,478,96,1,1,296
12649,"Queens","Astoria",40.76994,-73.91841,FALSE,"Private room",2003,997,199,1,1,199
24840,"Brooklyn","Gowanus",40.67014,-73.99276,TRUE,"Private room",2009,756,151,1,3,353
33241,"Manhattan","Chelsea",40.74561,-74.00205,FALSE,"Entire home/apt",2013,186,37,3,1,10
75516,"Manhattan","Upper West Side",40.77884,-73.98591,FALSE,"Entire home/apt",2016,1178,236,5,1,10
65727,"Manhattan","Hell's Kitchen",40.7607,-73.99762,FALSE,"Entire home/apt",2004,494,99,30,19,363
63225,"Manhattan","Harlem",40.80469,-73.94801,FALSE,"Entire home/apt",2019,429,86,45,1,115
40622,"Bronx","Longwood",40.81624,-73.9011,FALSE,"Private room",2010,644,129,2,1,0
24986,"Manhattan","Upper West Side",40.79271,-73.97272,TRUE,"Entire home/apt",2013,488,98,7,1,0
83101,"Manhattan","Upper East Side",40.77237,-73.95275,FALSE,"Private room",2007,1130,226,2,1,0
13717,"Manhattan","East Harlem",40.78703,-73.95196,FALSE,"Entire home/apt",2020,964,193,90,1,310
25119,"Brooklyn","Canarsie",40.6433,-73.91333,FALSE,"Private room",2006,483,97,1,4,359
24884,"Brooklyn","Greenpoint",40.73636,-73.95797,FALSE,"Entire home/apt",2019,669,134,2,1,0
37760,"Manhattan","Midtown",40.75284,-73.9717,FALSE,"Private room",2009,645,129,2,2,266
35780,"Queens","Ditmars Steinway",40.77699,-73.91354,FALSE,"Private room",2014,556,111,1,3,177
22842,"Brooklyn","Clinton Hill",40.68367,-73.95982,FALSE,"Private room",2017,659,132,2,1,0
52296,"Manhattan","Midtown",40.75104,-73.97145,FALSE,"Private room",2006,1148,230,1,9,75
101888,"Manhattan","Harlem",40.8178,-73.93774,FALSE,"Private room",2018,1069,214,1,1,0
64882,"Brooklyn","Bedford-Stuyvesant",40.68893,-73.93771,FALSE,"Private room",2004,371,74,30,33,289
26960,"Brooklyn","Bushwick",40.68809,-73.90641,FALSE,"Private room",2021,300,60,1,3,0
83823,"Manhattan","Greenwich Village",40.73366,-73.99805,FALSE,"Entire home/apt",2007,1072,214,120,1,235
20506,"Brooklyn","Bedford-Stuyvesant",40.68901,-73.95371,TRUE,"Private room",2021,1148,230,1,1,0
76559,"Queens","Queens Village",40.70811,-73.74103,FALSE,"Entire home/apt",2022,504,101,30,1,365
83515,"Manhattan","East Village",40.7212,-73.98045,FALSE,"Private room",2017,219,44,3,1,0
6578,"Manhattan","Upper East Side",40.78032,-73.95249,TRUE,"Entire home/apt",2009,630,126,30,9,80
71296,"Brooklyn","Williamsburg",40.71563,-73.95737,TRUE,"Private room",2022,934,187,1,1,319
38945,"Brooklyn","Williamsburg",40.71079,-73.95192,TRUE,"Private room",2012,1146,229,4,1,35
18410,"Brooklyn","Bedford-Stuyvesant",40.69486,-73.94525,TRUE,"Entire home/apt",2003,849,170,1,10,255
3559,"Manhattan","Financial District",40.70912,-74.01322,FALSE,"Entire home/apt",2021,383,77,2,1,313
44876,"Brooklyn","Bedford-Stuyvesant",40.67825,-73.92335,TRUE,"Entire home/apt",2017,611,122,2,1,4
74174,"Queens","Astoria",40.76837,-73.92712,TRUE,"Private room",2017,681,136,2,3,31
26347,"Brooklyn","Midwood",40.6229,-73.96169,TRUE,"Entire home/apt",2013,1115,223,1,1,0
60026,"Brooklyn","Crown Heights",40.67692,-73.95111,TRUE,"Entire home/apt",2006,973,195,3,2,137
66236,"Manhattan","Washington Heights",40.85143,-73.93747,FALSE,"Private room",2017,1100,220,3,2,3
95409,"Brooklyn","Williamsburg",40.71071,-73.95957,TRUE,"Private room",2005,805,161,2,2,86
50148,"Queens","Bayside",40.76128,-73.77429,TRUE,"Entire home/apt",2005,1129,226,30,5,322
35242,"Brooklyn","Bedford-Stuyvesant",40.69425,-73.95668,FALSE,"Shared room",2022,226,45,1,34,365
62915,"Queens","Long Island City",40.75331,-73.93501,FALSE,"Hotel room",2015,912,182,1,13,264
97430,"Manhattan","Harlem",40.81968,-73.93858,TRUE,"Private room",2007,1020,204,1,1,0
92165,"Brooklyn","Bushwick",40.69,-73.91885,TRUE,"Entire home/apt",2013,471,94,2,1,0
18019,"Brooklyn","Prospect-Lefferts Gardens",40.65915,-73.96004,FALSE,"Entire home/apt",2008,1075,215,2,1,0
94611,"Bronx","Wakefield",40.88764,-73.8558,FALSE,"Entire home/apt",2012,723,145,2,1,107
30915,"Manhattan","Upper East Side",40.75917,-73.95916,TRUE,"Entire home/apt",2019,919,184,1,1,123
22578,"Manhattan","Harlem",40.82341,-73.94444,TRUE,"Private room",2013,373,75,30,8,282
33153,"Manhattan","Greenwich Village",40.7298,-73.99838,FALSE,"Entire home/apt",2005,1056,211,3,1,0
62704,"Brooklyn","Kensington",40.643776,-73.972168,FALSE,"Private room",2014,1196,239,30,1,158
25849,"Brooklyn","Williamsburg",40.72028,-73.94152,FALSE,"Entire home/apt",2017,113,23,5,1,0
91526,"Brooklyn","Bedford-Stuyvesant",40.68904,-73.92982,FALSE,"Entire home/apt",2020,824,165,15,1,42
47425,"Brooklyn","Williamsburg",40.71151,-73.96515,FALSE,"Entire home/apt",2008,263,53,3,5,347
26497,"Bronx","Pelham Gardens",40.86506,-73.84295,TRUE,"Entire home/apt",2015,80,16,2,1,35
25414,"Manhattan","Lower East Side",40.72017,-73.98412,FALSE,"Private room",2022,706,141,2,1,60
34509,"Manhattan","Midtown",40.74803,-73.98666,FALSE,"Entire home/apt",2018,526,105,29,96,219
70472,"Manhattan","Chelsea",40.7457,-73.99775,FALSE,"Entire home/apt",2011,388,78,4,1,168
22328,"Brooklyn","Clinton Hill",40.69103,-73.96106,FALSE,"Entire home/apt",2010,687,137,4,2,0
82390,"Brooklyn","Crown Heights",40.67015,-73.95662,TRUE,"Entire home/apt",2022,374,75,2,1,0
1957,"Manhattan","East Village",40.72957,-73.98406,TRUE,"Private room",2009,141,28,5,1,425
